"MR2";"MR4";"MR3";"MR1";"MR8";"MR9";"MR7";"MR6";"MR5"
"afraid";0.495084027677746;0.303539521512704;0.408983080363933;0.0425417158041932;0.0812304943416609;0.277621418449957;0.42140942201898;0.236361684509737;0.178819784375907
"beautiful";0.237467313020536;0.362869727793563;0.537872880047287;0.226058895307047;0.52354556263403;0.179515390253257;0.093640461606395;0.0981489562610894;0.161809657791027
"best";0.274814057759345;0.702534016769891;0.203515969600588;0.367161931231957;0.164214990867136;0.149737760521401;0.0911192666399978;-0.0701834384023994;0.0886856168997819
"calm";0.590152370910481;0.22163828908622;0.420673759923419;0.271697103812704;0.191621935136305;0.262714251166174;0.267969048492258;0.00481769388031082;0.200523001124684
"capable";0.173453388576804;0.244378016043151;0.239885762569921;0.396451803418628;0.0669966217428358;0.568024295091689;0.157384682079712;0.237325845795894;-0.150434934446877
"careful";0.208875979607937;0.276702616026858;0.29902006139799;0.303436615999812;0.179261055980015;0.108216880089507;0.587307800123451;0.0278535746147514;0.23256255391597
"cheerful";0.39733768744048;0.376140513224202;0.363158620063508;0.254591822045765;0.300361724874539;0.323592626394043;0.314942869606632;0.0517396239453859;0.1135784953198
"clever";0.413424901738426;0.518402815092866;0.12212454982281;0.438153004879462;0.200053611640018;0.233050105255342;0.0434151938326452;-0.0565648570351155;0.084160327560494
"comfortable";0.266304986657265;0.720068070489834;0.142374427279162;0.182701848492269;0.136522908725366;0.0323660694983342;0.206101003783996;0.122661669990588;0.172360242646532
"cruel";0.428384064177447;0.487075940912266;0.146888330827061;0.198073214932759;0.278643920619004;0.160089722610056;0.154620979142157;0.126069377755005;0.38460874522936
"curious";0.18653466684421;0.284875771227267;0.289107196630163;0.182551741977121;0.64272934254864;0.00439177995376952;0.0418407320947786;-0.0216986329615136;0.261696665345783
"delicate";0.269385426418709;0.306535087822533;0.252899800023112;0.410686559254198;0.335970981519184;0.198908420011856;0.405147079895017;0.240968256724136;0.0725099139762004
"delighted";0.152449091343278;0.356162382996785;0.465519401080251;0.479141848436883;0.314304639050615;0.16790545392873;0.0870952194243494;0.225973284730436;0.0279884905551035
"delightful";0.0941051363373427;0.482224102310695;0.388996684356343;0.539317345271552;0.0932424668211071;0.212149269734927;0.157732830170073;0.162415983339921;0.151991884998976
"different";0.405482074655951;0.332669889495283;0.32841106555739;0.53380798161208;0.343314126520907;0.23403911317949;0.0679247642482591;0.0775851892493352;0.126009322553952
"extraordinary";0.374189870737232;0.414213454085517;0.287691046992323;0.303783541173303;0.343941860667442;0.328259836308127;0.0919679145254421;0.0575979717381068;0.197867818225087
"fair";0.69994165510365;0.291632219622536;0.0475484877450864;0.194646628017881;0.110791948555741;0.210737764027486;0.0374196706845042;0.347015371612854;0.0926404214378439
"faithful";0.778383607455724;0.229003870203781;0.177359723777383;0.120657952932628;0.130214851136145;0.00125377803519387;0.176911959142801;0.0165153955067644;0.129308351141495
"familiar";0.461530825010466;0.548098081757109;0.270314902747412;0.144398144867513;0.289879326809505;0.221369494108216;0.120356738274836;0.221738761561157;0.181440550372627
"famous";0.272174842736672;0.512428267893893;0.164798391679355;0.0403727506540258;0.119094937352557;0.353045103439749;-0.124923030832026;0.45546562436565;0.0498282120637098
"free";0.265780445766859;0.602741202866858;0.263842050316708;0.260439651091944;0.266954662769253;0.250947387658896;0.258382766050214;0.00418697782043672;0.00897231260159854
"friendly";0.238157893568691;0.397218759905162;0.239698207608978;0.510652778377504;0.488790619465585;0.186130534275236;0.201545082625412;0.109675653845676;0.116647581145793
"gentle";0.466054800965667;0.324191384275386;0.419637363674167;0.313450536014902;0.395166461912176;0.177426329499655;0.0276794524596843;0.0654382100210095;0.201630125865367
"happier";0.340866932724546;0.405820009310481;0.237129604434565;0.355213201855466;0.371849022525824;0.0908751176836325;0.125623239337325;0.3045989855953;-0.125795198146753
"happy";0.6596947076006;0.204966140590451;-0.0226366013966099;0.149410780758504;0.242080006824654;0.227552044657279;-0.0599400728307859;0.322821225848281;0.457677574610128
"honest";0.100465121650154;0.523600448915478;0.196540409673971;0.245983805624976;0.389849688610831;0.229735969832494;0.305297406646174;0.20052872689416;0.209719476399665
"legal";0.0714807616265192;0.130270167485424;0.669146268632058;0.134570141282121;0.118760929513905;0.201516431776734;0.129529966637124;0.158437067317825;-0.0328979860385719
"married";0.113852878591208;0.406152815210887;0.459401076103009;0.251964763680354;0.13935470181445;0.469626325109872;0.1098637893714;0.250129300401333;0.209315281827817
"modest";0.484957387348419;0.436694848677816;-0.0360544684037366;0.229473490229067;0.374632958020643;0.134541411054399;0.188531673946516;0.194628318920202;0.106856336310918
"mysterious";0.148023322462417;0.367963904835825;0.2035449662009;0.178364541299383;0.27176982003708;0.151487703157217;0.242525580483452;0.378624030870548;0.087303293792446
"natural";0.294292941193828;0.29114539033081;0.406931408840002;0.187227760253912;0.562453221372908;0.201594052141216;0.31652331826896;0.171068230027325;0.17430811805804
"neat";0.383243257127303;0.0514023961147418;0.230197603181019;0.0609783504161657;0.087249210134215;0.627410367717362;0.195089120564292;-0.00957248417095227;0.215076810920994
"original";0.518370706920071;0.208204802534505;0.335326760210578;0.254729220758364;0.155114696228352;0.24365905970074;0.206353702518103;0.173119716270143;-0.131753794905008
"pleasant";0.328722504709779;0.430962710062317;0.431332797789072;0.375376299349994;0.159657074245873;0.111895708187845;0.281662498757973;0.0696877775970013;0.183335625930096
"professional";0.145704502068858;0.0978162426799618;0.554632122842415;0.227616355364703;0.372718357724124;0.322854688324579;0.263629186407862;0.193908529514041;-0.0012085384880811
"proud";0.376157505327168;0.395347766606899;0.284593745480845;0.183474697946292;0.287163114610295;0.253044162911977;0.47692337220313;0.22814479494809;0.0667408211463683
"quiet";0.254296117164134;0.437794984072149;0.239382770156565;0.502577228101559;0.436161668166869;0.0864810846985978;0.123448527179557;0.266287882432951;0.00375219951474411
"rich";0.358442135147175;0.147556283163754;0.076255274548604;0.336085936947612;0.441630506862426;0.217283826679985;0.250966385653875;-0.0458112171653774;0.0928933674947026
"sacred";0.428620180837543;0.00088045835674583;0.420853444407161;0.218822403786271;0.362504651211613;0.344412846208221;0.119530328234831;0.246007100994842;0.0343729729257125
"safe";0.402224673670185;0.247853172975999;0.352025435842043;0.397210817975299;0.223487617015555;0.2198088378709;0.221500059045991;0.151940123942025;0.0656765690322903
"selfish";0.200974631018994;0.182739018960679;0.0563240628207004;0.140427154737657;0.174831639147944;0.127323845283407;0.140869823514977;0.111953458853088;0.748918578834849
"strong";0.312478892736664;0.333567410543128;0.662543208540185;0.301609174970269;0.202398131879048;0.193171904219012;0.123267077778499;-0.0239541950829889;0.157820017085494
"superior";0.362214524270543;-0.00347800947542229;0.369750444208773;0.188263388537385;-0.0151678456690323;0.0650761518714954;0.164084667648467;0.653546189945363;0.29178079015917
"thoughtful";0.575550150091186;0.266591510159421;0.449414483869822;0.37695657939548;0.227082067473846;0.0441782856480922;0.0673292227532062;0.167045632809576;0.0491658150490022
"weak";0.407770990446244;0.207101236616411;0.107119462878676;0.572989708062648;0.0753494772998158;0.0769104760484102;0.224312450176861;0.0370886942756473;0.274492949341128
"welcome";0.0363159357324468;0.370968468986846;0.299969477841869;0.103011382728435;0.151051358870306;0.563650147202456;0.00763602122902675;0.0825495423767773;0.192942912349526
"wise";0.374374518610701;0.148814763053768;0.392384784260421;0.546026831278142;0.292435263759439;0.219148574829667;-0.040147176015948;0.180804197831348;0.139809068750943
"worth";0.0983099596288602;0.336620475370354;0.316677447488177;0.607067119763268;0.328944315202055;0.0723525665950921;0.252632845317537;0.157193703596055;0.181443332104425
